HMDB	KEGG
HMDB0010048	C00626
HMDB0010050	C00626
HMDB0010051	C00626
HMDB0010052	C00626
HMDB0010055	C00626
HMDB0010057	C00626
HMDB0010058	C00626
HMDB0010059	C00626
HMDB0010060	C00626
HMDB0010061	C00626
HMDB0010062	C00626
HMDB0010063	C00626
HMDB0010064	C00626
HMDB0010065	C00626
HMDB0010066	C00626
HMDB0010067	C00626
HMDB0010068	C00626
HMDB0010069	C00626
HMDB0010070	C00626
HMDB0010071	C00626
HMDB0010072	C00626
HMDB0010073	C00626
HMDB0010074	C00626
HMDB0010075	C00626
HMDB0010076	C00626
HMDB0010077	C00626
HMDB0010078	C00626
HMDB0010079	C00626
HMDB0010080	C00626
HMDB0010081	C00626
HMDB0010082	C00626
HMDB0010083	C00626
HMDB0010084	C00626
HMDB0010085	C00626
HMDB0010086	C00626
HMDB0010087	C00626
HMDB0010088	C00626
HMDB0010090	C00626
HMDB0010091	C00626
HMDB0010092	C00626
HMDB0010093	C00626
HMDB0010094	C00626
HMDB0010095	C00626
HMDB0010098	C00626
HMDB0010103	C00626
HMDB0010104	C00626
HMDB0010107	C00626
HMDB0010109	C00626
HMDB0010110	C00626
HMDB0010112	C00626
HMDB0010113	C00626
HMDB0010114	C00626
HMDB0010115	C00626
HMDB0010116	C00626
HMDB0010120	C00626
HMDB0010121	C00626
HMDB0010122	C00626
HMDB0010123	C00626
HMDB0010124	C00626
HMDB0010125	C00626
HMDB0010127	C00626
HMDB0010128	C00626
HMDB0010129	C00626
HMDB0010130	C00626
HMDB0010131	C00626
HMDB0010132	C00626
HMDB0010133	C00626
HMDB0010134	C00626
HMDB0010135	C00626
HMDB0010137	C00626
HMDB0010138	C00626
HMDB0010139	C00626
HMDB0010140	C00626
HMDB0010141	C00626
HMDB0010142	C00626
HMDB0010143	C00626
HMDB0010144	C00626
HMDB0010146	C00626
HMDB0010147	C00626
HMDB0010149	C00626
HMDB0010151	C00626
HMDB0010152	C00626
HMDB0010153	C00626
HMDB0010154	C00626
HMDB0010155	C00626
HMDB0010156	C00626
HMDB0010157	C00626
HMDB0010158	C00626
HMDB0010159	C00626
HMDB0010160	C00626
HMDB0010161	C00626
HMDB0010162	C00626
HMDB0010163	C02737
HMDB0010164	C02737
HMDB0010165	C02737
HMDB0010166	C02737
HMDB0010167	C02737
HMDB0010199	C05959
HMDB0010207	C00861
HMDB0010210	C04577
HMDB0010212	C13843
HMDB0010217	C14732
HMDB0010315	C11455
HMDB0010318	C03033
HMDB0010323	C03033
HMDB0010327	C03033
HMDB0010328	C03033
HMDB0010330	C03033
HMDB0010331	C03033  
HMDB0010332	C03033
HMDB0010333	C11346
HMDB0010337	C00178
HMDB0010349	C04300
HMDB0010350	C03033
HMDB0010351	C05643
HMDB0010353	C03033
HMDB0010355	C03033
HMDB0010358	C11289
HMDB0010368	C02530
HMDB0010370	C02530
HMDB0010375	C04230
HMDB0010380	C04230
HMDB0010381	C04230
HMDB0010382	C04230
HMDB0010383	C04230
HMDB0010384	C04230
HMDB0010385	C04230
HMDB0010387	C04230
HMDB0010390	C04230
HMDB0010391	C04230
HMDB0010392	C04230
HMDB0010395	C04230
HMDB0010396	C04230
HMDB0010397	C04230
HMDB0010398	C04230
HMDB0010399	C04230
HMDB0010400	C04230
HMDB0010401	C04230
HMDB0010402	C04230
HMDB0010403	C04230
HMDB0010404	C04230
HMDB0010405	C04230
HMDB0010406	C04230
HMDB0010408	C04230
HMDB0010708	C02686
HMDB0010709	C02686
HMDB0010710	C02686
HMDB0010711	C02686
HMDB0010712	C02686
HMDB0010714	C02686
HMDB0010715	C02505
HMDB0010716	C05695
HMDB0010717	C02122
HMDB0010720	C01771
HMDB0010727	C02367
HMDB0010738	C16358
HMDB0011103	C16356
HMDB0011104	C05696
HMDB0011105	C16365
HMDB0011106	C04732
HMDB0011107	C16355
HMDB0011108	C16346
HMDB0011110	C01528
HMDB0011111	C00222
HMDB0011113	C16335
HMDB0011120	C16336
HMDB0011121	C16332
HMDB0011122	C16328
HMDB0011123	C05279
HMDB0011133	C03805
HMDB0011134	C04805
HMDB0011135	C05356 
HMDB0011136	C14749
HMDB0011137	C05959
HMDB0011147	C03820
HMDB0011148	C04598
HMDB0011149	C04317
HMDB0011154	C15646
HMDB0011155	C15647
HMDB0011158	C04756
HMDB0011181	C08813
HMDB0011182	C05844
HMDB0011185	C12147
HMDB0011187	C13044
HMDB0011591	C01290
HMDB0011592	C01290
HMDB0011593	C01290
HMDB0011599	C02216
HMDB0011600	C00913
HMDB0011603	C16453
HMDB0011605	C08825
HMDB0011606	C04453
HMDB0011614	C02241
HMDB0011616	C08355
HMDB0011617	C00946
HMDB0011618	C15492
HMDB0011622	C15566
HMDB0011623	C12307
HMDB0011624	C01633
HMDB0011625	C07308
HMDB0011626	C02277
HMDB0011627	C19691
HMDB0011628	C02283
HMDB0011631	C03227
HMDB0011632	C01507
HMDB0011634	C03375
HMDB0011636	C20394
HMDB0011637	C15516
HMDB0011640	C02355
HMDB0011641	C03031
HMDB0011643	C15497
HMDB0011648	C15497
HMDB0011649	C01225
HMDB0011653	C04518
HMDB0011654	C04692
HMDB0011655	C04441
HMDB0011657	C04744
HMDB0011662	C04840
HMDB0011668	C15658
HMDB0011669	C01288
HMDB0011673	C05860
HMDB0011676	C02266
HMDB0011680	C05768
HMDB0011688	C01151
HMDB0011689	C03221
HMDB0011690	C16675
HMDB0011691	C00127
HMDB0011692	C03104
HMDB0011718	C00633
HMDB0011723	C01586
HMDB0011724	C17467
HMDB0011725	C16199
HMDB0011729	C03661
HMDB0011730	C08243
HMDB0011731	C01062
HMDB0011732	C03342
HMDB0011733	C02037
HMDB0011734	C01112
HMDB0011737	C05282
HMDB0011738	C05283
HMDB0011740	C19636
HMDB0011742	C19632
HMDB0011745	C02712
HMDB0011747	C03557
HMDB0011750	C03372
HMDB0011753	C19911
HMDB0011754	C07194
HMDB0011756	C02710
HMDB0011773	C13916
HMDB0012084	C00550
HMDB0012085	C00550
HMDB0012087	C00550
HMDB0012089	C00550
HMDB0012092	C00550
HMDB0012094	C00550
HMDB0012095	C00550
HMDB0012096	C00550
HMDB0012102	C00550
HMDB0012107	C00550
HMDB0012108	C04230
HMDB0012109	 C06475
HMDB0012111	C16015
HMDB0012114	C01142
HMDB0012115	C01186
HMDB0012116	C15786
HMDB0012126	C04537 
HMDB0012127	C09816 
HMDB0012128	C07514
HMDB0012129	C09817 
HMDB0012130	C00450
HMDB0012131	C03656
HMDB0012133	C02351
HMDB0012134	C15606
HMDB0012136	C05771
HMDB0012138	C11714
HMDB0012140	C06007
HMDB0012141	C04272
HMDB0012143	C05252
HMDB0012144	C05253
HMDB0012149	C04236
HMDB0012150	C05548
HMDB0012151	C03239
HMDB0012152	C16699
HMDB0012154	C02636
HMDB0012155	C06714
HMDB0012156	C04411
HMDB0012157	C15604
HMDB0012158	C06715
HMDB0012161	C15767
HMDB0012175	C03087
HMDB0012176	C00990
HMDB0012177	C04489
HMDB0012179	C06749
HMDB0012180	C09821
HMDB0012183	C18202
HMDB0012187	C04216
HMDB0012188	C01230
HMDB0012189	C16565
HMDB0012190	C01478
HMDB0012195	C03906
HMDB0012196	C15785
HMDB0012199	C00251
HMDB0012203	C15546
HMDB0012204	C00371
HMDB0012206	C03691
HMDB0012207	C06322
HMDB0012208	C04666
HMDB0012209	C06608
HMDB0012210	C02147
HMDB0012216	C20300
HMDB0012219	C17755
HMDB0012221	C08543
HMDB0012223	C09818
HMDB0012224	C13766
HMDB0012225	C02763
HMDB0012226	C07943
HMDB0012230	C15699
HMDB0012231	C04217
HMDB0012233	C03273
HMDB0012234	C01929
HMDB0012236	C01267
HMDB0012238	C00708
HMDB0012241	C02631
HMDB0012245	C08272
HMDB0012247	C03340
HMDB0012248	C05117
HMDB0012249	C00441
HMDB0012250	C03082
HMDB0012251	C08270
HMDB0012253	C01936
HMDB0012258	C07294
HMDB0012259	C07295
HMDB0012260	C06232
HMDB0012265	C01043
HMDB0012266	C04462
HMDB0012267	C04421
HMDB0012275	C05332
HMDB0012276	C02741
HMDB0012277	C04896
HMDB0012278	C04916
HMDB0012283	C00254
HMDB0012289	C03972
HMDB0012290	C04144
HMDB0012295	C01008
HMDB0012300	C04089
HMDB0012301	C01623
HMDB0012302	C00617
HMDB0012303	C00935
HMDB0012304	C02330
HMDB0012305	C02199
HMDB0012308	C00755
HMDB0012309	C16666
HMDB0012310	C15978
HMDB0012311	C06125
HMDB0012312	C06125
HMDB0012313	C06125
HMDB0012314	C06125
HMDB0012315	C06125
HMDB0012316	C06125
HMDB0012317	C06125
HMDB0012318	C06125
HMDB0012319	C06125
HMDB0012320	C02686 
HMDB0012321	C02686 
HMDB0012322	C11713
HMDB0012325	C06115
HMDB0012326	C15923
HMDB0012327	C02781
HMDB0012329	C16683
HMDB0012451	C16680
HMDB0012452	C16679
HMDB0012454	C17335
HMDB0012455	C05444
HMDB0012456	C16679
HMDB0012458	C17337
HMDB0012459	C17336
HMDB0012469	C09640
HMDB0012481	C04671
HMDB0012486	C02916
HMDB0012494	C11174
HMDB0012497	C15668
HMDB0012535	C20388
HMDB0012639	C03577
HMDB0012654	C00550
HMDB0012710	C00944
HMDB0012815	C12455
HMDB0012819	C05651
HMDB0012843	C06103
HMDB0012874	C00777
HMDB0012880	C18170
HMDB0012882	C06102
HMDB0012897	C20157
HMDB0012915	C00590
HMDB0012925	C15853
HMDB0012947	C05183
HMDB0012948	C05647
HMDB0012958	C14155
HMDB0012965	C07612
HMDB0012971	C00854
HMDB0012973	C05361
HMDB0012992	C17756
HMDB0013028	C01942
HMDB0013035	C06606
HMDB0013036	C16834
HMDB0013037	C00888
HMDB0013070	C02325
HMDB0013112	C01170
HMDB0013122	C04230
HMDB0013139	C14519
HMDB0013156	C14519
HMDB0013163	C14460
HMDB0013188	C18620
HMDB0013195	C10998
HMDB0013222	C03065
HMDB0013231	C00797
HMDB0013233	C02800
HMDB0013244	C13908
HMDB0013248	C03343
HMDB0013253	C05135
HMDB0013287	C05545  
HMDB0013316	C14509
HMDB0013318	C00977
HMDB0013461	C00550
HMDB0013462	C00550
HMDB0013463	C00550
HMDB0013464	C00550
HMDB0013465	C00550
HMDB0013466	C00550
HMDB0013467	C00550
HMDB0013468	C00550
HMDB0013469	C00550
HMDB0013470	C00338 
HMDB0013471	c0338
HMDB0013592	C18627
HMDB0013593	C00265
HMDB0013609	C00525
HMDB0013624	C13828
HMDB0013625	C13828
HMDB0013626	C13829
HMDB0013627	C13828
HMDB0013628	C13828
HMDB0013633	C14807
HMDB0013636	C00113
HMDB0013645	C13914
HMDB0013674	C01108
HMDB0013675	C02183
HMDB0013679	C00758
HMDB0013682	C00761
HMDB0013688	C17915
HMDB0013689	C12141
HMDB0013690	C10238
HMDB0013692	C18167
HMDB0013716	C01799
HMDB0013724	C15226
HMDB0013733	C14533
HMDB0013742	C20441
HMDB0013744	C17883
HMDB0013751	C02502
HMDB0013773	C01570
HMDB0013780	C08372
HMDB0013785	C14275
HMDB0013825	C14205
HMDB0013835	C15205
HMDB0013854	C13061
HMDB0013856	C07643
HMDB0013858	C16550
HMDB0013859	C16555
HMDB0013860	C06754
HMDB0013861	C16553
HMDB0013866	C16546
HMDB0013868	C14296
HMDB0013897	C16648
HMDB0013898	C16650
HMDB0013899	C16651
HMDB0013900	C16649
HMDB0013902	C16653
HMDB0013903	C16654
HMDB0013912	C16608
HMDB0014021	C16608
HMDB0014260	C06944
HMDB0014262	C07306
HMDB0014322	C07571
HMDB0014325	C10719
HMDB0014326	C07005
HMDB0014328	C07514
HMDB0014333	C06980
HMDB0014335	C07833
HMDB0014337	C07438
HMDB0014339	C07153
HMDB0014340	C07195
HMDB0014341	C06849
HMDB0014343	C08092
HMDB0014344	C01912
HMDB0014347	C07546
HMDB0014349	C07751
HMDB0014350	C07391
HMDB0014351	C06539
HMDB0014352	C06838
HMDB0014353	C07140
HMDB0014356	C07890
HMDB0014357	C07465
HMDB0014363	C07663
HMDB0014365	C07257
HMDB0014366	C07053
HMDB0014367	C07669
HMDB0014369	C07051
HMDB0014370	C13106
HMDB0014371	C07035
HMDB0014372	C07074
HMDB0014373	C07516
HMDB0014376	C07125
HMDB0014377	C07765
HMDB0014378	C02518
HMDB0014380	C07224
HMDB0014381	C07362
HMDB0014382	C07827
HMDB0014383	C07263
HMDB0014384	C08075
HMDB0014390	C06846
HMDB0014391	C07568
HMDB0014392	C07199
HMDB0014393	C08187
HMDB0014395	C07666
HMDB0014396	C08080
HMDB0014397	C07443
HMDB0014398	C14643
HMDB0014399	C06973
HMDB0014400	C07620
HMDB0014404	C07458
HMDB0014405	C08057
HMDB0014407	C06873
HMDB0014408	C07318
HMDB0014411	C00796
HMDB0014413	C07564
HMDB0014419	C08103
HMDB0014421	C01553
HMDB0014423	C04931
HMDB0014425	C06965
HMDB0014426	C07073
HMDB0014427	C07395
HMDB0014429	C06802
HMDB0014435	C06854
HMDB0014436	C06900
HMDB0014437	C07522
HMDB0014438	C11372
HMDB0014440	C01516
HMDB0014441	C07532
HMDB0014442	C07529
HMDB0014444	C07417
HMDB0014446	C11748
HMDB0014447	C12535
HMDB0014449	C07629
HMDB0014450	C06681
HMDB0014453	C07753
HMDB0014457	C07422
HMDB0014460	C07218
HMDB0014464	C14034
HMDB0014465	C07798
HMDB0014466	C06824
HMDB0014467	C11736
HMDB0014468	C07949
HMDB0014470	C07269
HMDB0014472	C07042
HMDB0014473	C01926
HMDB0014474	C06984
HMDB0014476	C07052
HMDB0014477	C07163
HMDB0014480	C08042
HMDB0014483	C01956
HMDB0014486	C07463
HMDB0014487	C06958
HMDB0014488	C07408
HMDB0014495	C07120
HMDB0014496	C07648
HMDB0014498	C07777
HMDB0014499	C06840
HMDB0014500	C07931
HMDB0014501	C07617
HMDB0014502	C07633
HMDB0014503	C07658
HMDB0014507	C06924
HMDB0014508	C07314
HMDB0014509	C11368
HMDB0014511	C08153
HMDB0014513	C06909
HMDB0014514	C07570
HMDB0014516	C07132
HMDB0014517	C07141
HMDB0014520	C07171
HMDB0014523	C07220
HMDB0014526	C01453
HMDB0014527	C07851
HMDB0014531	C07378
HMDB0014533	C07615
HMDB0014537	C07267
HMDB0014538	C07813
HMDB0014539	C07927
HMDB0014544	C06686
HMDB0014545	C07699
HMDB0014548	C06817
HMDB0014552	C07104
HMDB0014554	C11758
HMDB0014558	C06806
HMDB0014559	C06574
HMDB0014561	C08126
HMDB0014564	C07379
HMDB0014565	C07310
HMDB0014566	C07196
HMDB0014568	C02046
HMDB0014572	C07313
HMDB0014574	C13376
HMDB0014575	C07075
HMDB0014577	C07403
HMDB0014578	C06935
HMDB0014580	C07758
HMDB0014582	C06889
HMDB0014583	C01965
HMDB0014584	C07650
HMDB0014586	C06848
HMDB0014587	C11153
HMDB0014588	C11230
HMDB0014589	C00918
HMDB0014590	C08109
HMDB0014592	C06963
HMDB0014597	C07128
HMDB0014599	C07761
HMDB0014600	C07368
HMDB0014608	C07062
HMDB0014610	C06979
HMDB0014611	C06526
HMDB0014613	C06972
HMDB0014614	C07482
HMDB0014616	C14172
HMDB0014617	C07844
HMDB0014620	C06906
HMDB0014621	C07236
HMDB0014622	C06820
HMDB0014624	C07228
HMDB0014627	C07886
HMDB0014628	C06950
HMDB0014632	C07309
HMDB0014633	C06861
HMDB0014634	C07708
HMDB0014635	C07016
HMDB0014636	C06885
HMDB0014638	C07210
HMDB0014640	C08018
HMDB0014641	C07584
HMDB0014642	C07653
HMDB0014643	C07149
HMDB0014644	C06952
HMDB0014645	C01814
HMDB0014646	C07240
HMDB0014647	C07069
HMDB0014648	C07861
HMDB0014653	C06689
HMDB0014656	C06911
HMDB0014659	C01779
HMDB0014662	C06874
HMDB0014668	C07879
HMDB0014670	C06456
HMDB0014672	C07888
HMDB0014675	C08110
HMDB0014677	C05349
HMDB0014679	C08166
HMDB0014680	C07274
HMDB0014681	C07204
HMDB0014682	C06843
HMDB0014684	C07649
HMDB0014685	C07410
HMDB0014689	C07206
HMDB0014690	C07569
HMDB0014691	C06808
HMDB0014692	C02267
HMDB0014693	C01864
HMDB0014694	C01608
HMDB0014697	C07045
HMDB0014698	C08095
HMDB0014700	C12012
HMDB0014702	C07759
HMDB0014703	C01937
HMDB0014704	C06868
HMDB0014706	C07598
HMDB0014707	C06895
HMDB0014710	C07201
HMDB0014713	C06997
HMDB0014715	C08050
HMDB0014716	C07184
HMDB0014717	C06869
HMDB0014720	C07622
HMDB0014722	C06977
HMDB0014723	C07270
HMDB0014724	C01690
HMDB0014728	C06970
HMDB0014730	C07973
HMDB0014731	C07505
HMDB0014732	C06821
HMDB0014733	C06624
HMDB0014736	C07063
HMDB0014737	C07521
HMDB0014738	C14244
HMDB0014739	C08146
HMDB0014742	C06910
HMDB0014743	C01531
HMDB0014744	C12685
HMDB0014745	C07250
HMDB0014746	C07625
HMDB0014747	C07665
HMDB0014748	C07146
HMDB0014749	C06863
HMDB0014750	C06852
HMDB0014751	C07626
HMDB0014752	C07999
HMDB0014755	C07411
HMDB0014759	C07346
HMDB0014760	C07264
HMDB0014761	C07010
HMDB0014763	C08088
HMDB0014764	C15482
HMDB0014766	C06921
HMDB0014767	C07034
HMDB0014771	C07450
HMDB0014773	C07370
HMDB0014774	C06916
HMDB0014775	C06832
HMDB0014776	C03323
HMDB0014777	C08065
HMDB0014782	C07607
HMDB0014783	C07881
HMDB0014784	C06572
HMDB0014785	C07406
HMDB0014787	C07312
HMDB0014789	C07819
HMDB0014790	C07421
HMDB0014794	C07156
HMDB0014795	C07511
HMDB0014798	C07934
HMDB0014800	C07178
HMDB0014802	C12616
HMDB0014803	C08164
HMDB0014804	C07613
HMDB0014808	C07508
HMDB0014809	C06881
HMDB0014812	C08526
HMDB0014813	C07108
HMDB0014814	C12537
HMDB0014815	C00202
HMDB0014816	C07072
HMDB0014818	C07743
HMDB0014819	C06573
HMDB0014821	C07524
HMDB0014822	C00397
HMDB0014823	C07664
HMDB0014825	C07004
HMDB0014826	C07908
HMDB0014827	C13440
HMDB0014829	C07704
HMDB0014832	C01907
HMDB0014834	C07544
HMDB0014835	C07452
HMDB0014838	C12512
HMDB0014839	C08086
HMDB0014841	C07764
HMDB0014842	C07253
HMDB0014843	C06941
HMDB0014844	C07124
HMDB0014846	C08022
HMDB0014847	C07065
HMDB0014849	C07968
HMDB0014851	C07334
HMDB0014853	C07415
HMDB0014854	C07255
HMDB0014855	C05028
HMDB0014857	C07774
HMDB0014859	C07375
HMDB0014861	C07513
HMDB0014865	C07455
HMDB0014866	C07556
HMDB0014868	C07131
HMDB0014869	C12508
HMDB0014870	C07548
HMDB0014871	C07400
HMDB0014873	C08071
HMDB0014875	C07116
HMDB0014876	C07420
HMDB0014877	C11729
HMDB0014878	C07937
HMDB0014884	C06940
HMDB0014886	C06871
HMDB0014887	C06991
HMDB0014888	C07531
HMDB0014890	C07155
HMDB0014891	C07518
HMDB0014892	C07839
HMDB0014894	C08039
HMDB0014895	C07866
HMDB0014897	C06570
HMDB0014900	C16641
HMDB0014901	C07190
HMDB0014902	C07816
HMDB0014903	C07921
HMDB0014904	C06662
HMDB0014906	C07789
HMDB0014909	C07853
HMDB0014910	C07497
HMDB0014911	C01576
HMDB0014912	C07763
HMDB0014913	C07965
HMDB0014914	C07492
HMDB0014915	C07405
HMDB0014916	C13173
HMDB0014917	C05079
HMDB0014918	C07430
HMDB0014920	C07506
HMDB0014922	C02168
HMDB0014925	C06810
HMDB0014928	C07706
HMDB0014929	C11686
HMDB0014930	C07180
HMDB0014932	C07371
HMDB0014933	C07316
HMDB0014934	C07468
HMDB0014935	C07147
HMDB0014937	C12531
HMDB0014938	C07693
HMDB0014940	C08005
HMDB0014941	C13768
HMDB0014942	C06951
HMDB0014944	C07424
HMDB0014945	C07383
HMDB0014948	C07941
HMDB0014950	C07440
HMDB0014952	C08169
HMDB0014954	C07144
HMDB0014956	C07523
HMDB0014957	C06805
HMDB0014959	C18364
HMDB0014960	C01692
HMDB0014961	C12724
HMDB0014964	C08073
HMDB0014965	C08052
HMDB0014966	C06454
HMDB0014967	C06948
HMDB0014968	C07432
HMDB0014969	C07168
HMDB0014970	C07437
HMDB0014971	C06877
HMDB0014972	C07652
HMDB0014979	C06967
HMDB0014980	C07359
HMDB0014982	C07251
HMDB0014983	C06915
HMDB0014986	C07070
HMDB0014987	C07829
HMDB0014988	C07427
HMDB0014992	C08014
HMDB0014994	C07928
HMDB0014995	C08079
HMDB0014996	C14605
HMDB0014998	C07369
HMDB0014999	C01691
HMDB0015003	C07538
HMDB0015005	C07239
HMDB0015007	C06969
HMDB0015008	C07320
HMDB0015009	C07129
HMDB0015014	C07467
HMDB0015015	C07909
HMDB0015016	C06902
HMDB0015017	C12599
HMDB0015018	C07461
HMDB0015019	C07398
HMDB0015021	C07456
HMDB0015022	C08233
HMDB0015025	C07115
HMDB0015026	C07023
HMDB0015031	C02197
HMDB0015036	C08021
HMDB0015037	C06953
HMDB0015038	C07175
HMDB0015042	C07503
HMDB0015043	C01416
HMDB0015044	C06527
HMDB0015045	C07504
HMDB0015046	C08127
HMDB0015048	C07670
HMDB0015050	C07673
HMDB0015051	C06818
HMDB0015052	C07203
HMDB0015055	C02078
HMDB0015057	C08007
HMDB0015059	C06884
HMDB0015060	C06931
HMDB0015061	C07435
HMDB0015063	C11262
HMDB0015066	C07654
HMDB0015068	C07143
HMDB0015069	C07107
HMDB0015070	C07363
HMDB0015072	C06954
HMDB0015073	C07241
HMDB0015074	C07117
HMDB0015075	C07849
HMDB0015078	C07207
HMDB0015083	C07221
HMDB0015084	C07501
HMDB0015086	C07054
HMDB0015087	C07792
HMDB0015090	C07657
HMDB0015091	C08024
HMDB0015095	C07445
HMDB0015096	C07528
HMDB0015097	C07484
HMDB0015099	C07668
HMDB0015101	C07710
HMDB0015105	C06770
HMDB0015107	C07768
HMDB0015109	C00284
HMDB0015111	C12009
HMDB0015113	C07078
HMDB0015114	C06932
HMDB0015116	C06535
HMDB0015118	C07805
HMDB0015119	C08155
HMDB0015122	C02961
HMDB0015124	C11766
HMDB0015125	C08162
HMDB0015126	C07356
HMDB0015128	C06837
HMDB0015129	C01737
HMDB0015132	C01661
HMDB0015135	C12766
HMDB0015137	C07887
HMDB0015138	C06928
HMDB0015140	C07044
HMDB0015141	C08163
HMDB0015142	C08082
HMDB0015143	C06862
HMDB0015144	C01716
HMDB0015145	C06976
HMDB0015146	C07205
HMDB0015150	C07315
HMDB0015151	C07022
HMDB0015152	C07225
HMDB0015153	C07037
HMDB0015154	C06850
HMDB0015155	C07714
HMDB0015156	C07767
HMDB0015159	C20380
HMDB0015162	C07517
HMDB0015163	C07469
HMDB0015164	C11158
HMDB0015165	C07832
HMDB0015166	C07372
HMDB0015167	C02380
HMDB0015168	C12058
HMDB0015169	C07401
HMDB0015170	C07750
HMDB0015171	C07245
HMDB0015173	C07586
HMDB0015175	C07910
HMDB0015176	C07122
HMDB0015177	C13736
HMDB0015178	C07661
HMDB0015180	C13707
HMDB0015181	C07007
HMDB0015182	C07624
HMDB0015185	C05080
HMDB0015186	C05551
HMDB0015187	C07713
HMDB0015188	C04771
HMDB0015189	C07142
HMDB0015190	C06975
HMDB0015191	C07367
HMDB0015192	C06687
HMDB0015193	C06827
HMDB0015194	C06839
HMDB0015195	C07360
HMDB0015196	C06807
HMDB0015197	C07056
HMDB0015202	C07404
HMDB0015203	C06957
HMDB0015204	C12755
HMDB0015210	C07736
HMDB0015212	C07500
HMDB0015213	C07872
HMDB0015214	C00413
HMDB0015216	C07785
HMDB0015217	C07474
HMDB0015219	C07627
HMDB0015221	C06541
HMDB0015223	C08067
HMDB0015224	C01443
HMDB0015227	C07014
HMDB0015228	C07341
HMDB0015229	C07905
HMDB0015232	C07566
HMDB0015233	C12650
HMDB0015235	C07339
HMDB0015237	C07247
HMDB0015240	C12580
HMDB0015242	C08070
HMDB0015244	C06894
HMDB0015245	C06533
HMDB0015247	C07266
HMDB0015248	C07174
HMDB0015249	C06835
HMDB0015250	C06823
HMDB0015251	C06949
HMDB0015253	C07428
HMDB0015254	C07773
HMDB0015255	C11181
HMDB0015256	C07148
HMDB0015259	C08068
HMDB0015260	C08160
HMDB0015263	C07631
HMDB0015264	C07675
HMDB0015265	C08141
HMDB0015266	C07549
HMDB0015267	C06875
HMDB0015269	C07317
HMDB0015270	C06896
HMDB0015271	C06878
HMDB0015272	C15819
HMDB0015273	C06971
HMDB0015274	C06819
HMDB0015275	C07459
HMDB0015278	C06923
HMDB0015279	C07809
HMDB0015280	C07256
HMDB0015281	C06888
HMDB0015282	C06943
HMDB0015283	C06690
HMDB0015285	C07846
HMDB0015288	C11154
HMDB0015289	C06855
HMDB0015290	C07515
HMDB0015292	C07877
HMDB0015293	C07127
HMDB0015296	C07321
HMDB0015299	C07402
HMDB0015301	C07036
HMDB0015303	C01822
HMDB0015304	C07935
HMDB0015305	C07434
HMDB0015307	C06930
HMDB0015310	C10874
HMDB0015311	C06540
HMDB0015312	C07047
HMDB0015313	C07381
HMDB0015314	C07252
HMDB0015317	C07425
HMDB0015320	C07519
HMDB0015321	C06914
HMDB0015323	C08019
HMDB0015324	C06803
HMDB0015325	C07760
HMDB0015326	C07001
HMDB0015327	C11228
HMDB0015330	C07547
HMDB0015331	C06856
HMDB0015333	C07841
HMDB0015335	C11195
HMDB0015336	C07825
HMDB0015337	C07079
HMDB0015339	C07662
HMDB0015340	C08010
HMDB0015341	C07914
HMDB0015342	C06912
HMDB0015343	C06683
HMDB0015344	C07837
HMDB0015345	C07915
HMDB0015346	C06981
HMDB0015348	C08159
HMDB0015350	C06939
HMDB0015352	C07525
HMDB0015357	C07550
HMDB0015358	C08012
HMDB0015359	C06978
HMDB0015360	C07394
HMDB0015361	C06961
HMDB0015363	C07868
HMDB0015364	C15643
HMDB0015366	C07520
HMDB0015369	C07953
HMDB0015371	C07020
HMDB0015372	C06918
HMDB0015374	C06847
HMDB0015375	C11733
HMDB0015376	C07172
HMDB0015378	C11231
HMDB0015380	C07323
HMDB0015383	C07543
HMDB0015400	C07040
HMDB0015407	C07807
HMDB0015408	C07870
HMDB0015411	C11696
HMDB0015413	C07630
HMDB0015417	C07840
HMDB0015418	C12662
HMDB0015419	C07766
HMDB0015420	C07342
HMDB0015421	C06879
HMDB0015422	C06880
HMDB0015423	C06882
HMDB0015424	C06883
HMDB0015425	C06886
HMDB0015426	C06887
HMDB0015427	C06890
HMDB0015428	C06897
HMDB0015429	C07919
HMDB0015430	C07551
HMDB0015431	C07554
HMDB0015432	C07553
HMDB0015440	C07536
HMDB0015441	C07826
HMDB0015443	C17725
HMDB0015444	C11723
HMDB0015446	C07618
HMDB0015447	C07416
HMDB0015448	C12753
HMDB0015451	C01575
HMDB0015452	C07889
HMDB0015455	C08032
HMDB0015458	C12567
HMDB0015459	C08173
HMDB0015462	C07413
HMDB0015464	C09256
HMDB0015466	C07592
HMDB0015468	C06955
HMDB0015469	C07995
HMDB0015472	C07258
HMDB0015474	C07192
HMDB0015483	C08111
HMDB0015485	C08117
HMDB0015486	C08114
HMDB0015489	C08158
HMDB0015490	C00832
HMDB0015493	C07539
HMDB0015495	C06542
HMDB0015496	C13594
HMDB0015497	C14285
HMDB0015500	C12811
HMDB0015503	C13244
HMDB0015505	C07489
HMDB0015506	C07429
HMDB0015509	C07537
HMDB0015516	C07884
HMDB0015517	C07164
HMDB0015519	C07904
HMDB0015522	C19530
HMDB0015527	C07366
HMDB0015528	C07336
HMDB0015531	C14819
HMDB0015532	C00038
HMDB0015534	C07487
HMDB0015535	C01675
HMDB0015536	C06665
HMDB0015537	C07373
HMDB0015539	C12871
HMDB0015540	C08122
HMDB0015541	C07177
HMDB0015542	C11750
HMDB0015544	C07771
HMDB0015545	C07139
